"X","Y"
5.775148,53.520933
5.789644,53.520059
5.804139,53.519174
5.818649,53.518297
5.833143,53.517417
5.847652,53.516537
5.862144,53.515645
5.876652,53.514761
5.891143,53.513865
5.905635,53.512978
5.92014,53.512079
5.93463,53.511178
5.949134,53.510286
5.963623,53.509382
5.978111,53.508476
5.992613,53.507569
6.0071,53.506669
6.021586,53.505758
6.036087,53.504846
6.050572,53.503932
6.065056,53.503016
6.079539,53.502089
6.094037,53.501169
6.10852,53.500248
6.123001,53.499326
6.137482,53.498392
6.151978,53.497466
6.166458,53.496537
6.180937,53.495599
6.195415,53.494667
6.209908,53.493725
6.224385,53.492781
6.238862,53.491844
6.253337,53.490896
6.267813,53.489947
6.282287,53.488996
6.296776,53.488044
6.311249,53.487089
6.325722,53.486142
6.340194,53.485184
6.354665,53.484216
6.369135,53.483254
6.383605,53.482291
6.398075,53.481326
6.412543,53.48036
6.427011,53.479383
6.441478,53.478413
6.455945,53.477441
6.470411,53.476459
6.484876,53.475484
6.49934,53.474497
6.513804,53.47351
6.528267,53.47253
6.54273,53.471538
6.557191,53.470546
6.571652,53.469551
6.586113,53.468564
6.600572,53.467566
6.615031,53.466566
6.629489,53.465565
6.643947,53.464561
6.658404,53.463557
6.67286,53.462541
6.687315,53.461533
6.701755,53.460523
6.716209,53.459511
6.730662,53.458489
6.745115,53.457473
6.759566,53.456447
6.774018,53.455429
6.788453,53.454399
6.802903,53.453377
6.817352,53.452344
6.8318,53.45131
6.846232,53.450282
6.860679,53.449245
6.875125,53.448205
6.889571,53.447163
6.904,53.44612
6.918444,53.445075
6.932887,53.444028
6.94733,53.44298
6.961756,53.44193
6.976197,53.440879
6.990637,53.439816
7.005062,53.438761
7.0195,53.437704
5.498053,53.528494
5.512557,53.527662
5.527075,53.526828
5.541578,53.525993
5.556096,53.525147
5.570613,53.524309
5.585114,53.523468
5.59963,53.522617
5.61413,53.521773
5.628644,53.520918
5.643143,53.520062
5.657657,53.519213
5.672154,53.518353
5.686667,53.517491
5.701163,53.516628
5.715674,53.515762
5.73017,53.514896
5.74468,53.514027
5.759174,53.513157
5.773668,53.512285
5.788176,53.511411
5.802668,53.510536
5.817175,53.509658
5.831667,53.508779
5.846157,53.50789
5.860662,53.507007
5.875152,53.506114
5.889656,53.505228
5.904144,53.504331
5.918631,53.503442
5.933133,53.502542
5.94762,53.50164
5.962105,53.500745
5.976591,53.49984
5.99109,53.498933
6.005574,53.498024
6.020057,53.497113
6.034555,53.496201
6.049037,53.495287
6.063518,53.494371
6.077999,53.493454
6.092494,53.492535
6.106973,53.491614
6.121452,53.490682
6.135931,53.489758
6.150408,53.488831
6.164885,53.487894
6.179376,53.486965
6.193852,53.486024
6.208327,53.485092
6.222801,53.484148
6.237275,53.483211
6.251748,53.482264
6.26622,53.481315
6.280707,53.480364
6.295178,53.479412
6.309648,53.478457
6.324118,53.477501
6.338587,53.476544
6.353055,53.475584
6.367523,53.474623
6.38199,53.47366
6.396456,53.472696
6.410922,53.47173
6.425387,53.470752
6.439851,53.469783
6.454315,53.468811
6.468778,53.467829
6.48324,53.466854
6.497702,53.465868
6.512162,53.464881
6.526623,53.4639
6.541082,53.46291
6.555541,53.461918
6.569984,53.460923
6.584442,53.459936
6.598898,53.458938
6.613355,53.457939
6.62781,53.456937
6.642265,53.455935
6.656719,53.45493
6.671157,53.453915
6.685609,53.452906
6.700061,53.451897
6.714512,53.450885
6.728963,53.449862
6.743398,53.448848
6.757847,53.447831
6.772295,53.446804
6.786742,53.445774
6.801189,53.444752
6.81562,53.44372
6.830066,53.442695
6.84451,53.441658
6.858939,53.440621
6.873382,53.439581
6.887825,53.43854
6.902252,53.437497
6.916693,53.436452
6.931133,53.435406
6.945557,53.434358
6.959996,53.433308
6.974435,53.432256
6.988857,53.431203
7.003293,53.430139
7.017729,53.429082
5.453121,53.522336
5.467624,53.521509
5.482142,53.520681
5.496643,53.519851
5.511159,53.51902
5.525675,53.518177
5.540175,53.517342
5.55469,53.516505
5.569189,53.515658
5.583702,53.514818
5.5982,53.513976
5.612712,53.513123
5.627209,53.512268
5.64172,53.511421
5.656216,53.510563
5.670711,53.509704
5.68522,53.508851
5.699714,53.507988
5.714222,53.507123
5.728715,53.506257
5.743221,53.505388
5.757713,53.504518
5.772204,53.503646
5.786709,53.502772
5.801198,53.501897
5.815687,53.501011
5.830191,53.500132
5.844678,53.499252
5.859166,53.49836
5.873667,53.497476
5.888153,53.49659
5.902638,53.495694
5.917138,53.494796
5.931622,53.493905
5.946106,53.493003
5.960589,53.4921
5.975086,53.491204
5.989568,53.490296
6.004049,53.489388
6.018529,53.488478
6.033024,53.487565
6.047503,53.486651
6.061981,53.485736
6.076459,53.484819
6.090936,53.4839
6.105413,53.482979
6.119904,53.482047
6.134379,53.481123
6.148854,53.480197
6.163328,53.479261
6.177801,53.478331
6.192274,53.477391
6.206746,53.476458
6.221217,53.475514
6.235703,53.474569
6.250173,53.473631
6.264643,53.472682
6.279112,53.471731
6.29358,53.470779
6.308047,53.469825
6.322514,53.46887
6.33698,53.467912
6.351446,53.466953
6.365911,53.465992
6.380375,53.46503
6.394838,53.464065
6.409301,53.463099
6.423763,53.462122
6.438225,53.461153
6.452686,53.460181
6.46713,53.459199
6.48159,53.458224
6.496049,53.457239
6.510507,53.456252
6.524964,53.455272
6.539421,53.454281
6.553877,53.453289
6.568332,53.452304
6.582772,53.451308
6.597226,53.45031
6.611679,53.449311
6.626131,53.44831
6.640583,53.447308
6.655034,53.446303
6.66947,53.445297
6.683919,53.44428
6.698368,53.44327
6.712817,53.442259
6.727249,53.441246
6.741696,53.440222
6.756142,53.439205
6.770588,53.438178
6.785017,53.437158
6.799461,53.436128
6.813904,53.435095
6.828332,53.43407
6.842774,53.433034
6.857215,53.431997
6.87164,53.430957
6.88608,53.429925
6.900519,53.428883
6.914943,53.427838
6.92938,53.426792
6.943801,53.425744
6.958237,53.424686
6.972672,53.423634
6.987092,53.422581
7.001526,53.421526
7.015944,53.420461
5.422719,53.515331
5.437221,53.514517
5.451736,53.513693
5.466236,53.512867
5.480751,53.512029
5.49525,53.5112
5.509763,53.510369
5.524261,53.509536
5.538773,53.508701
5.55327,53.507855
5.567781,53.507016
5.582276,53.506176
5.596786,53.505326
5.611281,53.504482
5.625774,53.503628
5.640283,53.502772
5.654775,53.501923
5.669282,53.501063
5.683774,53.500202
5.698265,53.499339
5.71277,53.498483
5.727259,53.497617
5.741764,53.496749
5.756252,53.495879
5.77074,53.495007
5.785242,53.494125
5.799729,53.493249
5.814215,53.492372
5.828701,53.491494
5.8432,53.490604
5.857685,53.489723
5.872168,53.488838
5.886666,53.487944
5.901149,53.487056
5.915631,53.486159
5.930112,53.485268
5.944593,53.484367
5.959088,53.483463
5.973567,53.482558
5.988046,53.48166
6.002524,53.480752
6.017001,53.479841
6.031493,53.47893
6.045969,53.478016
6.060445,53.477101
6.07492,53.476183
6.089394,53.475265
6.103868,53.474335
6.118341,53.473413
6.132814,53.472489
6.1473,53.471554
6.161772,53.470626
6.176242,53.469697
6.190712,53.468757
6.205181,53.467825
6.21965,53.466881
6.234118,53.465936
6.248585,53.464998
6.263052,53.46405
6.277517,53.463099
6.291983,53.462147
6.306447,53.461193
6.320911,53.460238
6.335375,53.45928
6.349837,53.458321
6.364299,53.457361
6.378761,53.456398
6.393221,53.455434
6.407666,53.454468
6.422125,53.453491
6.436584,53.452522
6.451042,53.451551
6.465499,53.450569
6.479956,53.449595
6.494411,53.448609
6.508867,53.447631
6.523306,53.446643
6.53776,53.445652
6.552213,53.444669
6.566666,53.443676
6.581117,53.44268
6.595553,53.441683
6.610004,53.440683
6.624453,53.439683
6.638902,53.43868
6.653336,53.437676
6.667783,53.43667
6.68223,53.435662
6.696676,53.434644
6.711106,53.433632
6.725551,53.43262
6.739995,53.431596
6.754424,53.43058
6.768866,53.429562
6.783308,53.428533
6.797734,53.427503
6.812175,53.42648
6.826614,53.425445
6.841038,53.42441
6.855477,53.423382
6.869899,53.422343
6.884336,53.421302
6.898772,53.420259
6.913192,53.419215
6.927627,53.418169
6.942046,53.417122
6.956479,53.416072
6.970897,53.415021
6.985328,53.413968
6.999744,53.412905
7.014174,53.411848
5.392328,53.508328
5.406827,53.507509
5.421341,53.506688
5.435839,53.505865
5.450352,53.505041
5.464849,53.504215
5.47936,53.503387
5.493857,53.502558
5.508367,53.501726
5.522862,53.500885
5.537356,53.50005
5.551865,53.499213
5.566358,53.498375
5.580866,53.497526
5.595358,53.496685
5.609849,53.495832
5.624355,53.494987
5.638846,53.494131
5.65335,53.493274
5.667839,53.492423
5.682328,53.491562
5.696831,53.490699
5.711318,53.489835
5.725805,53.488968
5.740306,53.4881
5.754792,53.48723
5.769277,53.486359
5.783761,53.485486
5.79826,53.484611
5.812744,53.483734
5.827226,53.482847
5.841708,53.481967
5.856204,53.481084
5.870685,53.480192
5.885166,53.479306
5.899645,53.478419
5.914124,53.477521
5.928617,53.476621
5.943095,53.475729
5.957572,53.474826
5.972049,53.473922
5.986525,53.473015
6.001,53.472116
6.015489,53.471206
6.029964,53.470294
6.044437,53.46938
6.05891,53.468465
6.073382,53.467548
6.087853,53.466621
6.102324,53.4657
6.116794,53.464778
6.131264,53.463854
6.145733,53.46292
6.160201,53.461992
6.174669,53.461063
6.189136,53.460124
6.203602,53.459191
6.218068,53.458248
6.232533,53.457303
6.246997,53.456365
6.261461,53.455417
6.275924,53.454466
6.290386,53.453515
6.304848,53.452561
6.319309,53.451606
6.333769,53.450649
6.348229,53.44969
6.362688,53.44873
6.377132,53.447767
6.391589,53.446804
6.406047,53.445838
6.420503,53.44487
6.434959,53.443892
6.449414,53.442921
6.463868,53.441939
6.478307,53.440965
6.49276,53.43998
6.507212,53.439002
6.521664,53.438014
6.5361,53.437033
6.55055,53.436041
6.565,53.435047
6.579449,53.434052
6.593882,53.433054
6.608329,53.432056
6.622776,53.431055
6.637222,53.430053
6.651653,53.429049
6.666097,53.428043
6.680541,53.427035
6.69497,53.426026
6.709412,53.425006
6.723854,53.423994
6.73828,53.422979
6.752721,53.421954
6.76716,53.420937
6.781585,53.419908
6.796023,53.418886
6.810445,53.417855
6.824882,53.41683
6.839303,53.415795
6.853739,53.414757
6.868173,53.413718
6.882592,53.412678
6.897026,53.411645
6.911443,53.410601
6.925875,53.409555
6.940291,53.408499
6.954721,53.407449
6.969136,53.406398
6.983565,53.405346
6.997978,53.404292
7.012405,53.403226
5.347432,53.502112
5.361946,53.501308
5.376443,53.500492
5.390955,53.499675
